"","x"
"2575",8.233777628
"2576",11.0517339
"2577",11.75180262
"2578",8.357531505
"2579",11.77530167
"2580",11.5023614
"2581",11.04826287
"2582",10.58376838
"2583",8.455660358
"2584",5.261417963
"2585",9.133593639
"2586",12.73812846
"2587",10.65706922
"2588",9.625052493
"2589",9.135572246
"2590",8.328533513
"2591",7.395332065
"2592",9.48071987
"2593",9.747786322
"2594",8.293289233
"2595",7.456042693
"2596",12.39206406
"2597",6.312987532
"2598",8.291556939
"2599",11.2891009
"2600",11.12069401
"2601",9.850109117
"2602",3.915549215
"2603",11.02885639
"2604",8.315167944
"2605",13.81983175
"2606",14.06959128
"2607",10.41453043
"2608",9.89648427
"2609",7.885647478
"2610",8.970955653
"2611",12.82626627
"2612",13.86503444
"2613",9.440919579
"2614",7.118973247
"2615",8.962502898
"2616",9.748929459
"2617",11.90841601
"2618",8.378647911
"2619",7.550304918
"2620",8.640485608
"2621",9.95349532
"2622",9.921993023
"2623",6.994034328
"2624",7.50957819
"2625",11.97430374
"2626",8.666695187
"2627",10.69999209
"2628",6.045039592
"2629",9.878390302
"2630",5.802704267
"2631",12.51967238
"2632",8.060481727
"2633",10.44839726
"2634",12.04292432
"2635",9.174467763
"2636",12.61827526
"2637",9.286302954
"2638",10.39058896
"2639",12.91998066
"2640",9.087414644
"2641",11.00853088
"2642",8.906774308
"2643",10.06930593
"2644",10.79646992
"2645",9.035223305
"2646",12.69011938
"2647",9.170854468
"2648",8.350637052
"2649",6.535364184
"2650",9.451166834
"2651",9.854364386
"2652",8.457880104
"2653",10.74817794
"2654",8.491567964
"2655",9.643977999
"2656",13.49373597
"2657",9.576237405
"2658",10.92941071
"2659",9.24103854
"2660",8.863801527
"2661",14.42352122
"2662",10.70539164
"2663",4.966991198
"2664",9.577476428
"2665",9.137561198
"2666",11.84110681
"2667",9.141011574
"2668",9.352191674
"2669",6.352098605
"2670",8.316126393
"2671",8.145991676
"2672",6.5422546
"2673",9.589000311
"2674",7.038307561
"2675",7.128139796
"2676",7.997816173
"2677",8.550803638
"2678",12.6812996
"2679",6.18212926
"2680",10.16418418
"2681",10.41214802
"2682",9.80206842
"2683",8.300857594
"2684",12.36843493
"2685",8.857824505
"2686",9.599375553
"2687",10.07847667
"2688",8.878422676
"2689",8.323494081
"2690",9.796692519
"2691",7.111209601
"2692",5.418193634
"2693",12.88446587
"2694",8.782232173
"2695",8.972059544
"2696",12.69476767
"2697",10.04877226
"2698",11.26393271
"2699",13.14721657
"2700",12.49397645
"2701",9.620592156
"2702",8.877294101
"2703",11.4553647
"2704",11.7124652
"2705",11.1723214
"2706",10.22260384
"2707",8.496211564
"2708",12.31000949
"2709",9.281836075
"2710",8.19993717
"2711",10.13948347
"2712",9.018053183
"2713",12.14592737
"2714",8.973831448
"2715",8.079112707
"2716",6.597416872
"2717",8.153471502
"2718",8.044696641
"2719",8.639737687
"2720",8.820997612
"2721",8.584703804
"2722",9.881624184
"2723",10.54408301
"2724",10.11086656
"2725",13.28777875
"2726",8.221609669
"2727",9.080033157
"2728",10.00229919
"2729",12.10344835
"2730",15.12625878
"2731",11.55870007
"2732",13.14824073
"2733",9.832839758
"2734",9.021616897
"2735",6.483709667
"2736",12.83844912
"2737",9.785836919
"2738",9.148607526
"2739",9.93245758
"2740",9.557588459
"2741",8.584259692
"2742",10.06132466
"2743",8.047195559
"2744",9.155741932
"2745",9.989251178
"2746",10.92575254
"2747",10.34896358
"2748",8.59573631
"2749",11.23105449
"2750",10.68784719
"2751",9.78256487
"2752",6.062253048
"2753",10.10552841
"2754",11.68268949
"2755",9.469898358
"2756",7.736306359
"2757",7.784006808
"2758",7.031386723
"2759",11.06768942
"2760",9.988913412
"2761",6.690652404
"2762",8.592196162
"2763",9.920353765
"2764",12.88018248
"2765",11.34337594
"2766",10.82853979
"2767",10.41004662
"2768",9.918917888
"2769",11.19755626
"2770",9.408869809
"2771",11.09333766
"2772",9.240763505
"2773",5.514793076
"2774",10.03428785
"2775",10.31801906
"2776",9.194139592
"2777",10.00595162
"2778",7.665711879
"2779",10.99731283
"2780",8.084514977
"2781",5.96533813
"2782",10.82983882
"2783",12.38099058
"2784",8.765895481
"2785",12.15009743
"2786",8.017609279
"2787",10.30288768
"2788",6.660458743
"2789",6.962437453
"2790",12.91114637
"2791",11.28681468
"2792",12.94091983
"2793",6.552010149
"2794",13.5041727
"2795",12.26246712
"2796",9.797370721
"2797",12.12632472
"2798",8.438822737
"2799",12.88539587
"2800",5.86300757
"2801",9.883078093
"2802",10.61362506
"2803",10.50784645
"2804",9.386398922
"2805",9.448066463
"2806",10.94210304
"2807",7.391336215
"2808",11.68010494
"2809",9.385610641
"2810",7.415198923
"2811",6.711859302
"2812",9.52952208
"2813",11.07536739
"2814",8.813739289
"2815",10.84339004
"2816",8.573774728
"2817",10.17220332
"2818",11.73999711
"2819",13.36927902
"2820",4.803881211
"2821",9.754986136
"2822",9.089739304
"2823",7.640750569
"2824",8.691814059
"2825",7.828072614
"2826",9.100077193
"2827",8.588169379
"2828",7.89267386
"2829",8.118960516
"2830",4.968475329
"2831",10.025995
"2832",6.343662239
"2833",11.76556317
"2834",7.762524455
"2835",11.07802725
"2836",6.80522533
"2837",8.190396142
"2838",11.38367205
"2839",8.958899215
"2840",11.3129824
"2841",10.44074531
"2842",8.905776647
"2843",11.29712498
"2844",11.12901239
"2845",10.72730798
"2846",10.34539063
"2847",8.756065393
"2848",6.26381185
"2849",9.720405645
"2850",7.695673456
"2851",11.94773586
"2852",8.21709108
"2853",7.803571146
"2854",11.62973719
"2855",12.59763072
"2856",12.64886889
"2857",12.74199938
"2858",9.990760846
"2859",10.61187701
"2860",11.08983873
"2861",9.104821789
"2862",6.922419146
"2863",7.335386626
"2864",13.34410094
"2865",10.01947697
"2866",9.262217173
"2867",8.387719815
"2868",8.299882515
"2869",10.61988348
"2870",10.46205442
"2871",8.324358058
"2872",10.99266993
"2873",12.45107391
"2874",7.99454924
"2875",10.54151818
"2876",7.330936106
"2877",5.988395597
"2878",9.978023214
"2879",11.92704756
"2880",8.861918339
"2881",8.91454362
"2882",10.13347065
"2883",10.7437659
"2884",8.372167519
"2885",10.03105188
"2886",9.157187985
"2887",9.82169453
"2888",3.954577936
"2889",10.15172545
"2890",8.101939628
"2891",9.20626318
"2892",7.846017427
"2893",7.148732611
"2894",9.080370879
"2895",11.87175999
"2896",6.700066072
"2897",12.16625784
"2898",4.564822489
"2899",10.73990046
"2900",8.519037839
"2901",8.378181058
"2902",8.506556072
"2903",11.10732735
"2904",6.837537217
"2905",6.429631878
"2906",8.339066485
"2907",10.07709195
"2908",7.20556
"2909",9.374520518
"2910",9.979629834
"2911",11.92277207
"2912",5.359021433
"2913",6.571631974
"2914",10.0934615
"2915",10.92772218
"2916",13.44080088
"2917",9.914786281
"2918",9.170642263
"2919",8.586380171
"2920",9.291287313
"2921",12.14966463
"2922",6.188141904
"2923",10.32285341
"2924",10.55134043
"2925",12.48922278
"2926",10.37750392
"2927",10.41766506
"2928",8.173300709
"2929",8.151510624
"2930",11.74206266
"2931",12.19544569
"2932",6.029203637
"2933",9.512612698
"2934",8.765928998
"2935",11.41808801
"2936",9.868221326
"2937",7.013555894
"2938",7.283250527
"2939",8.675839722
"2940",12.36488353
"2941",12.93522984
"2942",10.32336237
"2943",15.11157498
"2944",13.06994638
"2945",10.82180064
"2946",14.06110659
"2947",12.97679747
"2948",8.529074695
"2949",10.18110363
"2950",9.826239488
"2951",7.904947059
"2952",10.34976761
"2953",9.128265789
"2954",11.05904342
"2955",8.791347377
"2956",10.55817597
"2957",6.502962678
"2958",8.000726609
"2959",8.575620211
"2960",9.499201803
"2961",10.33294215
"2962",12.48130221
"2963",11.38598641
"2964",8.308472563
"2965",6.269995005
"2966",11.91385629
"2967",9.832480867
"2968",11.11786838
"2969",8.439497144
"2970",8.294989169
"2971",8.676871055
"2972",10.94992371
"2973",7.755491773
"2974",7.435750153
"2975",10.20520141
"2976",9.535425554
"2977",13.02680982
"2978",8.148190025
"2979",8.274730589
"2980",9.066355454
"2981",6.016649142
"2982",5.215172842
"2983",10.73434837
"2984",14.15844068
"2985",8.555024655
"2986",9.940510389
"2987",8.818336938
"2988",10.86198713
"2989",8.609197067
"2990",8.953944351
"2991",9.696108507
"2992",9.763279706
"2993",8.263688694
"2994",10.2475637
"2995",9.367947468
"2996",12.6156323
"2997",8.405817792
"2998",6.488881393
"2999",10.20659417
"3000",9.051365473
"3001",9.70747952
"3002",10.39856055
"3003",11.35106576
"3004",11.40415609
"3005",9.745355839
"3006",7.485248342
"3007",11.10963036
"3008",9.962891834
"3009",11.22354618
"3010",10.18025053
"3011",9.37554681
"3012",6.044762253
"3013",9.58132021
"3014",8.657929513
"3015",10.53573292
"3016",10.37678529
"3017",9.76840682
"3018",9.468129494
"3019",6.46830375
"3020",5.809921196
"3021",10.08930631
"3022",7.587594478
"3023",7.531828291
"3024",7.293590009
"3025",6.139294632
"3026",9.968082069
"3027",8.456463655
"3028",8.027706426
"3029",11.33312097
"3030",11.54206252
"3031",9.254635181
"3032",10.23350861
"3033",4.913998195
"3034",10.26214929
"3035",10.62646841
"3036",9.79488304
"3037",10.14574055
"3038",9.880601367
"3039",8.881580574
"3040",8.580153729
"3041",7.416201534
"3042",12.37850036
"3043",8.576905354
"3044",7.406212996
"3045",10.41166592
"3046",7.197154348
"3047",7.92610317
"3048",7.250533303
"3049",10.08193606
"3050",9.423391961
"3051",4.613573905
"3052",10.37585186
"3053",7.51238995
"3054",9.985496385
"3055",9.025301076
"3056",12.11849129
"3057",9.910310973
"3058",10.88818036
"3059",7.404970871
"3060",8.899680287
"3061",12.41033287
"3062",4.775549571
"3063",7.24914167
"3064",6.413613465
"3065",6.107988874
"3066",8.177399587
"3067",11.53662702
"3068",11.65408608
"3069",9.037795617
"3070",6.927618379
"3071",7.657462721
"3072",10.23617133
"3073",11.94574675
"3074",10.54126843
"3075",13.82329576
"3076",11.29449067
"3077",7.971042147
"3078",8.203946456
"3079",11.7555156
"3080",8.833224973
"3081",10.18042905
"3082",9.927531949
"3083",10.80802483
"3084",8.850858581
"3085",10.44730909
"3086",7.549133505
"3087",6.278919986
"3088",9.327721317
"3089",10.9884838
"3090",7.394208905
"3091",9.618339578
"3092",11.39736154
"3093",9.6936662
"3094",10.50869942
"3095",9.87338539
"3096",8.319344027
"3097",6.908753093
"3098",9.987297485
"3099",9.903112789
"3100",8.634653753
"3101",9.160282311
"3102",10.63900601
"3103",8.142906481
"3104",10.63438252
"3105",13.15919105
"3106",10.27062314
"3107",5.845867502
"3108",7.550597732
"3109",9.632802086
"3110",10.9059829
"3111",11.67027137
"3112",7.374355756
"3113",10.72508185
"3114",9.513395142
"3115",8.359652466
"3116",7.91117146
"3117",7.711944635
"3118",9.023741026
"3119",9.050728561
"3120",8.927424549
"3121",7.369372827
"3122",8.57651055
"3123",13.02484803
"3124",8.462108122
"3125",8.670976791
"3126",11.30834121
"3127",10.643327
"3128",9.080505173
"3129",10.51994848
"3130",9.396635952
"3131",6.382494778
"3132",8.588697329
"3133",10.07853356
"3134",11.72518899
"3135",7.597747041
"3136",10.1509467
"3137",9.696722174
"3138",7.371029127
"3139",9.99943873
"3140",9.699501592
"3141",10.18186487
"3142",10.36876488
"3143",9.970447937
"3144",11.90368681
"3145",9.487972991
"3146",6.899899282
"3147",9.004235932
"3148",9.115040879
"3149",7.604639389
"3150",8.134481241
"3151",8.349855933
"3152",10.03636844
"3153",7.95957664
"3154",5.753268462
"3155",8.890207689
"3156",11.03115335
"3157",8.764797411
"3158",7.179804842
"3159",8.28655454
"3160",10.15864458
"3161",8.106780235
"3162",10.8468327
"3163",7.872840942
"3164",8.30241083
"3165",11.2443237
"3166",13.01809863
"3167",6.866365528
"3168",8.423636383
"3169",11.30255337
"3170",11.02580977
"3171",8.187584122
"3172",10.13916192
"3173",9.776592218
"3174",7.887727698
"3175",12.3917403
"3176",12.92098698
"3177",8.588052065
"3178",8.592840672
"3179",12.67584715
"3180",9.012290213
"3181",11.2130891
"3182",6.390034821
"3183",7.993610352
"3184",9.023279615
"3185",11.20377104
"3186",13.23703032
"3187",9.45335782
"3188",10.24537051
"3189",10.96377078
"3190",9.021548928
"3191",11.39978671
"3192",10.41292747
"3193",9.248117829
"3194",9.033931786
"3195",11.97526676
"3196",8.629148199
"3197",9.673372443
"3198",13.41772824
"3199",7.766797612
"3200",10.32759195
"3201",11.35391017
"3202",8.216539221
"3203",7.953329481
"3204",12.18364994
"3205",11.7485773
"3206",11.49368515
"3207",9.111114498
"3208",10.53035934
"3209",11.62068298
"3210",8.444854279
"3211",8.626001414
"3212",13.04427322
"3213",8.213019949
"3214",10.1291908
"3215",11.98747247
"3216",9.133478143
"3217",6.734599741
"3218",6.528189573
"3219",10.82798617
"3220",10.50907414
"3221",10.85260868
"3222",10.890626
"3223",8.496658308
"3224",9.433043387
"3225",7.033820762
"3226",9.95948011
"3227",8.099750023
"3228",5.997714547
"3229",12.37714391
"3230",9.022347851
"3231",9.534708256
"3232",10.68219533
"3233",8.712657949
"3234",8.704557309
"3235",9.751341561
"3236",6.766071269
"3237",10.90778429
"3238",12.63224934
"3239",7.660056685
"3240",11.89664282
"3241",6.732346675
"3242",10.56212232
"3243",7.945826334
"3244",6.165379099
"3245",13.56740865
"3246",9.174498345
"3247",8.006622175
"3248",7.559257302
"3249",7.166128445
"3250",10.05253454
"3251",7.324981477
"3252",7.525434599
"3253",6.967795968
"3254",10.2448748
"3255",14.48820676
"3256",7.258779987
"3257",6.510752944
"3258",7.437521097
"3259",8.595048037
"3260",10.10709407
"3261",10.44314201
"3262",6.058703612
"3263",8.624579546
"3264",10.36552131
"3265",7.687447106
"3266",12.27409508
"3267",8.687708877
"3268",8.246003767
"3269",12.64114279
"3270",13.1486475
"3271",8.894994627
"3272",7.905467108
"3273",7.380313681
"3274",11.15134903
"3275",9.701873506
"3276",7.548384182
"3277",5.549647489
"3278",7.702876847
"3279",10.21497904
"3280",6.075526932
"3281",8.791040506
"3282",11.13170179
"3283",10.52398806
"3284",9.740504923
"3285",16.03161689
"3286",11.07855204
"3287",11.41945464
"3288",9.841962952
"3289",13.29654476
"3290",8.561555277
"3291",12.43457935
"3292",8.234449354
"3293",8.970572891
"3294",12.90369473
"3295",9.558922808
"3296",9.120636241
"3297",7.055762795
"3298",11.0993172
"3299",8.65213222
"3300",10.94364465
"3301",7.934660056
"3302",11.01846093
"3303",9.450995751
"3304",8.918172464
"3305",9.536618326
"3306",12.23448549
"3307",10.05101026
"3308",9.564046929
"3309",5.861233733
"3310",9.954901267
"3311",10.53371879
"3312",8.528873978
"3313",6.561470743
"3314",10.88831086
"3315",11.02497278
"3316",10.82736458
"3317",11.67381323
"3318",11.51424471
"3319",10.47496736
"3320",9.289591699
"3321",12.9840177
"3322",7.830584717
"3323",12.68619513
"3324",8.928858646
"3325",8.311239803
"3326",7.49852242
"3327",10.02703973
"3328",6.623117032
"3329",8.184630903
"3330",6.994373412
"3331",8.085159298
"3332",11.42385493
"3333",7.456767414
"3334",11.57268453
"3335",14.56432889
"3336",8.119688896
"3337",8.919490558
"3338",8.608062736
"3339",11.43290599
"3340",8.764931137
"3341",8.425589959
"3342",6.046328237
"3343",9.224952202
"3344",7.150915588
"3345",8.130607065
"3346",5.065207428
"3347",10.43060978
"3348",7.484529693
"3349",7.293413347
"3350",9.635570785
"3351",10.94933723
"3352",13.38709321
"3353",13.73962018
"3354",9.379511972
"3355",10.90542288
"3356",7.144404989
"3357",10.79900329
"3358",13.52317304
"3359",9.260311643
"3360",10.83039855
"3361",7.258813294
"3362",5.68248161
"3363",10.04933971
"3364",10.57887824
"3365",12.01771086
"3366",13.99096704
"3367",10.73851784
"3368",6.203542623
"3369",9.891183551
"3370",9.789698177
"3371",10.56279264
"3372",11.38442155
"3373",10.36499387
"3374",9.481304385
"3375",7.090428301
"3376",12.52987707
"3377",12.21920703
"3378",10.61105474
"3379",12.43675244
"3380",8.34273422
"3381",9.843801809
"3382",8.524516709
"3383",8.508449455
"3384",9.641743486
"3385",9.261375211
"3386",9.937353692
"3387",9.137424096
"3388",9.818844087
"3389",10.77669785
"3390",11.66086335
"3391",9.276750457
"3392",5.893851662
"3393",8.024067952
"3394",10.43921561
"3395",11.09650018
"3396",6.870163853
"3397",11.25146669
"3398",7.269010188
"3399",9.351950104
"3400",9.059398104
"3401",8.675473489
"3402",8.720048968
"3403",12.50288932
"3404",9.223693864
"3405",10.94182435
"3406",7.222188963
"3407",11.60161783
"3408",11.21620667
"3409",12.30745387
"3410",10.40922681
"3411",6.004652552
"3412",8.134551406
"3413",9.077404909
"3414",6.690244165
"3415",12.40151789
"3416",9.581125812
"3417",13.00663738
"3418",11.06187519
"3419",7.076728377
"3420",9.106432564
"3421",10.92028086
"3422",7.321541756
"3423",10.79818568
"3424",12.24032418
"3425",5.343595537
"3426",7.673859431
"3427",8.007044565
"3428",13.07301723
"3429",6.231817884
"3430",8.031998469
"3431",12.30975668
"3432",10.72554492
"3433",12.7899714
"3434",9.595983205
"3435",8.927162239
"3436",6.900624813
"3437",11.33004731
"3438",8.667164461
"3439",8.491509866
"3440",10.1538378
"3441",7.759522423
"3442",13.34889103
"3443",13.54078486
"3444",8.000793328
"3445",7.012043193
"3446",10.33929036
"3447",9.679270799
"3448",10.80965761
"3449",11.03080063
"3450",10.28093194
"3451",9.202561749
"3452",9.033989919
"3453",6.737495042
"3454",7.77114452
"3455",11.95312372
"3456",12.47556766
"3457",8.819157937
"3458",6.530892773
"3459",7.928575003
"3460",8.989696619
"3461",10.05081937
"3462",9.489276534
"3463",12.94219697
"3464",10.27820658
"3465",13.60434872
"3466",9.498713843
"3467",10.24239882
"3468",6.651782578
"3469",11.31333721
"3470",4.546066784
"3471",6.842758596
"3472",9.300852505
"3473",6.806578518
"3474",9.120344711
"3475",7.2270968
"3476",11.30316053
"3477",11.65671547
"3478",9.203663932
"3479",7.1668136
"3480",8.301515718
"3481",9.097260538
"3482",7.015318074
"3483",6.588016212
"3484",11.72869494
"3485",6.975162507
"3486",13.05930474
"3487",8.996954253
"3488",12.40812003
"3489",6.913277107
"3490",8.57528039
"3491",12.06022709
"3492",7.430096586
"3493",10.4945759
"3494",6.748170994
"3495",8.842963613
"3496",10.39182393
"3497",7.241125352
"3498",10.8360966
"3499",10.10995925
"3500",7.13550865
"3501",8.114543641
"3502",9.888861418
"3503",10.79410871
"3504",10.79451404
"3505",10.35140248
"3506",13.73624485
"3507",10.98300793
"3508",5.237393626
"3509",10.21835069
"3510",11.14216287
"3511",9.852569351
"3512",11.14973112
"3513",6.113548357
"3514",11.79962508
"3515",11.48902581
"3516",8.007529775
"3517",8.525387983
"3518",7.875445756
"3519",10.3951692
"3520",5.145731292
"3521",9.901241217
"3522",10.69231073
"3523",9.810383774
"3524",10.71553037
"3525",11.64498459
"3526",6.935666462
"3527",8.393069233
"3528",10.42180892
"3529",12.13106673
"3530",11.77549343
"3531",9.35120132
"3532",9.381646362
"3533",9.256431082
"3534",6.185226488
"3535",9.88193602
"3536",8.841590179
"3537",7.486913336
"3538",9.722919195
"3539",12.99992914
"3540",8.358342693
"3541",7.043231891
"3542",9.4047573
"3543",10.45613544
"3544",9.992711502
"3545",9.380366984
"3546",10.17137937
"3547",8.812210304
"3548",11.58338925
"3549",13.2226475
"3550",10.54545006
"3551",7.234587711
"3552",10.63379547
"3553",9.226200065
"3554",8.738112178
"3555",7.536731285
"3556",11.43361905
"3557",8.333341338
"3558",8.430881228
"3559",9.065464257
"3560",8.502470687
"3561",8.605217678
"3562",12.83241297
"3563",11.54606249
"3564",9.719812913
"3565",9.113535941
"3566",11.6231278
"3567",9.553704336
"3568",10.11150831
"3569",12.35908481
"3570",11.17038981
"3571",10.31433484
"3572",8.93964986
"3573",8.669735779
"3574",7.212844045
"3575",8.750959996
"3576",8.803542253
"3577",8.421712633
"3578",6.550971668
"3579",6.372941922
"3580",8.45013478
"3581",7.633300843
"3582",13.01192622
"3583",9.133285975
"3584",10.01038316
"3585",8.791740397
"3586",11.3977637
"3587",12.21190921
"3588",7.210627379
"3589",13.61809753
"3590",10.32724296
"3591",11.49886563
"3592",8.233900979
"3593",7.881033504
"3594",11.48760326
"3595",6.576540749
"3596",7.289544808
"3597",10.15646168
"3598",9.926443946
"3599",8.242484514
"3600",5.740329661
"3601",7.936332939
"3602",12.71442129
"3603",7.947155139
"3604",11.52746075
"3605",10.84445152
"3606",12.03650339
"3607",11.9229777
"3608",7.845859432
"3609",6.546592161
"3610",13.1440598
"3611",9.595464602
"3612",6.879351301
"3613",9.091400918
"3614",9.116143369
"3615",7.390913348
"3616",8.571734657
"3617",8.145972927
"3618",10.7456913
"3619",7.701882666
"3620",9.436224334
"3621",9.890812788
"3622",5.891954045
"3623",6.341038371
"3624",10.24957075
"3625",7.742474672
"3626",8.657402118
"3627",9.589486401
"3628",7.158631809
"3629",10.12495331
"3630",10.52272095
"3631",10.55482067
"3632",9.918585639
"3633",9.816664066
"3634",10.38667405
"3635",6.799529898
"3636",8.643185396
"3637",9.421283894
"3638",9.688191994
"3639",9.138886552
"3640",4.534360826
"3641",10.96829716
"3642",8.657220159
"3643",8.983967878
"3644",9.866781829
"3645",8.75926373
"3646",12.63095466
"3647",8.060690755
"3648",9.500766824
"3649",10.60372922
"3650",13.32372454
"3651",8.289588625
"3652",7.333726775
"3653",10.35054352
"3654",9.630653894
"3655",8.720513359
"3656",10.38114618
"3657",8.863934196
"3658",8.00002991
"3659",9.951991293
"3660",9.284176801
"3661",12.73872904
"3662",9.084997913
"3663",9.716579711
"3664",10.84775671
"3665",6.378528694
"3666",7.48534119
"3667",11.70977781
"3668",10.91397681
"3669",12.70499764
"3670",9.85841969
"3671",11.29264059
"3672",7.804927591
"3673",7.729566792
"3674",11.03014408
"3675",10.69332228
"3676",10.89236441
"3677",11.78054044
"3678",9.735505548
"3679",11.59826978
"3680",7.743208341
"3681",8.968897176
"3682",10.77875129
"3683",6.833813054
"3684",8.573548988
"3685",8.568854658
"3686",10.78723385
"3687",9.971986882
"3688",10.7174071
"3689",12.23207958
"3690",13.55596842
"3691",6.873577771
"3692",9.275983976
"3693",9.100182206
"3694",7.57075569
"3695",10.38867211
"3696",10.92605554
"3697",12.60641437
"3698",9.042389895
"3699",10.51037588
"3700",10.3114234
"3701",8.697961951
"3702",10.22289866
"3703",8.941621509
"3704",6.79559098
"3705",9.154283844
"3706",10.16180649
"3707",10.90445622
"3708",5.484120873
"3709",8.017293296
"3710",7.761507779
"3711",9.520230934
"3712",6.382146851
"3713",5.259667003
"3714",12.82027107
"3715",8.896822871
"3716",10.43463495
"3717",9.648747092
"3718",15.08378141
"3719",8.418483123
"3720",7.379188122
"3721",5.556194377
"3722",8.451616385
"3723",7.591459774
"3724",7.560680733
"3725",9.88846248
"3726",5.931814644
"3727",9.243502611
"3728",11.8946392
"3729",11.40232671
"3730",11.02486772
"3731",6.263898464
"3732",9.347252854
"3733",5.157890653
"3734",14.2102175
"3735",6.589064784
"3736",14.24620678
"3737",8.874450531
"3738",9.808651965
"3739",12.12116509
"3740",7.553801156
"3741",8.11711863
"3742",10.00473038
"3743",10.02886697
"3744",9.653112582
"3745",12.6578827
"3746",10.76825817
"3747",9.931097812
"3748",6.537905107
"3749",5.830244704
"3750",5.862450268
"3751",10.14497625
"3752",11.28689252
"3753",11.6593586
"3754",6.657852583
"3755",6.291144092
"3756",10.51577292
"3757",12.11842304
"3758",11.61031263
"3759",10.59240688
"3760",6.420895783
"3761",9.994464618
"3762",8.373998334
"3763",6.729786481
"3764",8.867571503
"3765",7.102785708
"3766",6.260564076
"3767",12.08749042
"3768",10.39077811
"3769",11.25667388
"3770",7.184202676
"3771",11.80204925
"3772",7.528298404
"3773",8.825689831
"3774",9.703387818
"3775",8.67012332
"3776",8.92377969
"3777",8.694732606
"3778",10.55366287
"3779",5.906975651
"3780",10.15261495
"3781",10.24812015
"3782",7.946686725
"3783",7.127589428
"3784",9.943705463
"3785",9.075366394
"3786",11.23122715
"3787",11.37288144
"3788",8.631845598
"3789",11.97450095
"3790",12.04999717
"3791",8.281272564
"3792",10.94828865
"3793",8.339553805
"3794",10.41260736
"3795",11.41070798
"3796",13.33181833
"3797",9.815943674
"3798",12.83549347
"3799",7.053375871
"3800",9.467396448
"3801",8.089690952
"3802",9.589776493
"3803",7.991338575
"3804",5.220597775
"3805",8.374457309
"3806",10.89379408
"3807",8.644964934
"3808",10.41934641
"3809",9.101284614
"3810",9.877528619
"3811",11.25004748
"3812",8.533701068
"3813",9.855384478
"3814",11.15125292
"3815",8.972164196
"3816",6.686259
"3817",9.436690731
"3818",8.004098076
"3819",5.47410843
"3820",7.510834687
"3821",10.39635022
"3822",10.41786297
"3823",9.555161076
"3824",9.119427438
"3825",9.350031351
"3826",10.64893093
"3827",12.4463533
"3828",8.773379179
"3829",6.580332764
"3830",8.244792104
"3831",5.83971199
"3832",10.99592389
"3833",9.864723141
"3834",7.382242831
"3835",10.15207832
"3836",9.781179658
"3837",12.08825253
"3838",8.165139427
"3839",10.5393652
"3840",11.03159522
"3841",7.978356027
"3842",8.891779253
"3843",13.03176863
"3844",6.977122086
"3845",8.819342207
"3846",11.58751103
"3847",12.76724086
"3848",10.74548286
"3849",7.074073527
"3850",10.04266168
"3851",10.74264554
"3852",6.932600896
"3853",8.652338092
"3854",6.929716467
"3855",8.624109286
"3856",8.44935264
"3857",6.382459452
"3858",8.776264133
"3859",14.95301488
"3860",12.99548611
"3861",10.48959181
"3862",10.30735611
"3863",10.8023511
"3864",10.86073219
"3865",7.135544132
"3866",7.32947063
"3867",9.481155998
"3868",10.32932841
"3869",7.17588332
"3870",11.21287934
"3871",10.87645786
"3872",9.186566362
"3873",11.43155403
"3874",10.216863
"3875",5.952930021
"3876",9.53740385
"3877",9.894305942
"3878",4.56299298
"3879",10.60978376
"3880",10.78026887
"3881",13.50989738
"3882",11.02949734
"3883",4.68690402
"3884",11.51121519
"3885",7.796883804
"3886",10.26501021
"3887",7.085868025
"3888",11.29177043
"3889",9.650504225
"3890",11.88406109
"3891",8.868858229
"3892",6.932329375
"3893",5.299112211
"3894",10.64215701
"3895",8.142939641
"3896",15.03971328
"3897",8.541618702
"3898",8.995295305
"3899",7.246126255
"3900",6.769489442
"3901",10.36317014
"3902",12.33667636
"3903",9.115668905
"3904",8.699073895
"3905",8.305900219
"3906",11.36822408
"3907",8.369598339
"3908",9.889776719
"3909",7.630451364
"3910",12.50322266
"3911",6.217033307
"3912",9.457964893
"3913",11.55279138
"3914",12.53367077
"3915",9.324751996
"3916",12.93476753
"3917",10.95679666
"3918",9.914899771
"3919",8.149554479
"3920",10.82392234
"3921",7.483050398
"3922",8.111675091
"3923",10.2896877
"3924",7.412677965
"3925",10.02529981
"3926",10.01641719
"3927",4.351034711
"3928",8.710457173
"3929",9.277983664
"3930",6.620645266
"3931",11.91571383
"3932",8.172010999
"3933",9.487414066
"3934",11.43476655
"3935",7.841999885
"3936",8.847294745
"3937",8.560214259
"3938",6.536793432
"3939",10.27141237
"3940",10.29872057
"3941",11.29907377
"3942",10.96721828
"3943",10.63029136
"3944",7.287280295
"3945",9.093957324
"3946",8.824969147
"3947",9.74042191
"3948",9.788639329
"3949",7.998176369
"3950",10.84921412
"3951",14.43451554
"3952",9.322026103
"3953",13.10771892
"3954",10.89650252
"3955",7.220525279
"3956",10.36090048
"3957",7.216413023
"3958",10.94461785
"3959",7.088765624
"3960",7.390204087
"3961",10.67148088
"3962",10.33976816
"3963",10.65001835
"3964",8.598840151
"3965",10.32043877
"3966",10.91143154
"3967",7.647628807
"3968",9.114153971
"3969",9.841362668
"3970",11.38631618
"3971",11.23528305
"3972",13.31632653
"3973",9.309335167
"3974",7.994473538
